"row_id","x","y","z","size","color","category","tooltip","date","nodeName"
"9145","61.2628","18.4926","-33.9163","14.8","26.2","Segment-01","Node 145 on 2025-01-20 | row 9145","2025-01-20","Node-145"
"9146","62.403","17.9913","-34.352","4.8","31","Segment-02","Node 146 on 2025-01-21 | row 9146","2025-01-21","Node-146"
"9147","63.5138","17.4729","-34.7089","5.85","35.8","Segment-03","Node 147 on 2025-01-22 | row 9147","2025-01-22","Node-147"
"9148","64.5956","16.939","-34.9834","6.9","40.6","Segment-04","Node 148 on 2025-01-23 | row 9148","2025-01-23","Node-148"
"9149","65.6491","16.3912","-35.1721","7.95","30.35","Segment-05","Node 149 on 2025-01-24 | row 9149","2025-01-24","Node-149"
"9150","66.6748","15.8311","-35.2719","9","35.15","Segment-06","Node 150 on 2025-01-25 | row 9150","2025-01-25","Node-150"
"9151","67.6732","15.2605","-35.2797","10.05","39.95","Segment-07","Node 151 on 2025-01-26 | row 9151","2025-01-26","Node-151"
"9152","68.6451","14.6811","-35.1928","11.1","44.75","Segment-08","Node 152 on 2025-01-27 | row 9152","2025-01-27","Node-152"
"9153","44.941","14.0945","-35.0086","8.55","49.55","Segment-09","Node 153 on 2025-01-28 | row 9153","2025-01-28","Node-153"
"9154","45.8615","13.5024","-34.7249","9.6","34.55","Segment-10","Node 154 on 2025-01-29 | row 9154","2025-01-29","Node-154"
"9155","35.7374","12.9066","-62.5495","10.65","39.35","Segment-11","Node 155 on 2025-01-30 | row 9155","2025-01-30","Node-155"
"9156","36.6093","12.3088","-62.0605","11.7","29.1","Segment-12","Node 156 on 2025-01-31 | row 9156","2025-01-31","Node-156"
"9157","37.458","20.0807","-61.4665","12.75","33.9","Segment-01","Node 157 on 2025-02-01 | row 9157","2025-02-01","Node-157"
"9158","38.284","19.484","-60.766","13.8","38.7","Segment-02","Node 158 on 2025-02-02 | row 9158","2025-02-02","Node-158"
"9159","39.0882","18.8905","-59.9579","14.85","43.5","Segment-03","Node 159 on 2025-02-03 | row 9159","2025-02-03","Node-159"
"9160","39.8714","18.3018","-59.0414","15.9","48.3","Segment-04","Node 160 on 2025-02-04 | row 9160","2025-02-04","Node-160"
"9161","40.6342","-8.0403","-58.0159","16.95","53.1","Segment-05","Node 161 on 2025-02-05 | row 9161","2025-02-05","Node-161"
"9162","41.3774","-8.6142","-56.8811","14.4","57.9","Segment-06","Node 162 on 2025-02-06 | row 9162","2025-02-06","Node-162"
"9163","42.102","-9.178","-55.6369","4.4","47.65","Segment-07","Node 163 on 2025-02-07 | row 9163","2025-02-07","Node-163"
"9164","42.8085","-9.7302","-54.2836","5.45","52.45","Segment-08","Node 164 on 2025-02-08 | row 9164","2025-02-08","Node-164"
"9165","43.498","-10.2691","-52.8216","6.5","37.45","Segment-09","Node 165 on 2025-02-09 | row 9165","2025-02-09","Node-165"
"9166","44.1712","-10.793","-51.2516","7.55","42.25","Segment-10","Node 166 on 2025-02-10 | row 9166","2025-02-10","Node-166"
"9167","44.8289","-11.3004","-49.5747","8.6","47.05","Segment-11","Node 167 on 2025-02-11 | row 9167","2025-02-11","Node-167"
"9168","45.472","-11.7895","-47.7921","9.65","51.85","Segment-12","Node 168 on 2025-02-12 | row 9168","2025-02-12","Node-168"
"9169","46.1015","-12.2588","-45.9053","10.7","56.65","Segment-01","Node 169 on 2025-02-13 | row 9169","2025-02-13","Node-169"
"9170","22.0681","-12.7067","-43.916","11.75","46.4","Segment-02","Node 170 on 2025-02-14 | row 9170","2025-02-14","Node-170"
"9171","22.6727","-13.1317","-41.8264","9.2","51.2","Segment-03","Node 171 on 2025-02-15 | row 9171","2025-02-15","Node-171"
"9172","23.2663","-13.5323","-39.6385","10.25","56","Segment-04","Node 172 on 2025-02-16 | row 9172","2025-02-16","Node-172"
"9173","23.8497","-13.907","-37.355","11.3","60.8","Segment-05","Node 173 on 2025-02-17 | row 9173","2025-02-17","Node-173"
"9174","24.4238","-14.2542","-34.9785","12.35","65.6","Segment-06","Node 174 on 2025-02-18 | row 9174","2025-02-18","Node-174"
"9175","24.9897","-14.5727","-32.5121","13.4","70.4","Segment-07","Node 175 on 2025-02-19 | row 9175","2025-02-19","Node-175"
"9176","25.5481","-14.861","-29.9588","14.45","55.4","Segment-08","Node 176 on 2025-02-20 | row 9176","2025-02-20","Node-176"
"9177","26.1001","-15.1177","-27.322","15.5","45.15","Segment-09","Node 177 on 2025-02-21 | row 9177","2025-02-21","Node-177"
"9178","26.6465","-15.3416","-24.6053","16.55","49.95","Segment-10","Node 178 on 2025-02-22 | row 9178","2025-02-22","Node-178"
"9179","27.1883","-15.5313","-21.8124","17.6","54.75","Segment-11","Node 179 on 2025-02-23 | row 9179","2025-02-23","Node-179"
"9180","27.7264","-15.6857","-18.9474","4","59.55","Segment-12","Node 180 on 2025-02-24 | row 9180","2025-02-24","Node-180"
"9181","28.2618","-15.8035","-16.0143","5.05","64.35","Segment-01","Node 181 on 2025-02-25 | row 9181","2025-02-25","Node-181"
"9182","28.7955","-15.8836","-13.0173","6.1","69.15","Segment-02","Node 182 on 2025-02-26 | row 9182","2025-02-26","Node-182"
"9183","29.3283","-15.9249","-9.961","7.15","73.95","Segment-03","Node 183 on 2025-02-27 | row 9183","2025-02-27","Node-183"
"9184","18.8412","-41.6863","-6.8499","8.2","63.7","Segment-04","Node 184 on 2025-02-28 | row 9184","2025-02-28","Node-184"
"9185","19.3752","-41.6467","-3.6886","9.25","68.5","Segment-05","Node 185 on 2025-03-01 | row 9185","2025-03-01","Node-185"
"9186","19.9112","-41.5654","-28.692","10.3","73.3","Segment-06","Node 186 on 2025-03-02 | row 9186","2025-03-02","Node-186"
"9187","-4.1999","-41.4412","-25.445","11.35","58.3","Segment-07","Node 187 on 2025-03-03 | row 9187","2025-03-03","Node-187"
"9188","-3.657","-32.9034","-22.1625","12.4","63.1","Segment-08","Node 188 on 2025-03-04 | row 9188","2025-03-04","Node-188"
"9189","-3.1093","-32.6912","-18.8497","9.85","67.9","Segment-09","Node 189 on 2025-03-05 | row 9189","2025-03-05","Node-189"
"9190","-2.5558","-32.4338","-15.5116","10.9","72.7","Segment-10","Node 190 on 2025-03-06 | row 9190","2025-03-06","Node-190"
"9191","-1.9956","-32.1304","-12.1535","11.95","62.45","Segment-11","Node 191 on 2025-03-07 | row 9191","2025-03-07","Node-191"
"9192","-1.4278","-31.7805","-8.7805","13","67.25","Segment-12","Node 192 on 2025-03-08 | row 9192","2025-03-08","Node-192"
"9193","-0.8514","-31.3835","-5.3979","14.05","72.05","Segment-01","Node 193 on 2025-03-09 | row 9193","2025-03-09","Node-193"
"9194","-0.2655","-30.9387","-2.011","15.1","76.85","Segment-02","Node 194 on 2025-03-10 | row 9194","2025-03-10","Node-194"
"9195","0.3307","-30.4458","1.375","16.15","81.65","Segment-03","Node 195 on 2025-03-11 | row 9195","2025-03-11","Node-195"
"9196","0.9382","-29.9043","4.755","17.2","86.45","Segment-04","Node 196 on 2025-03-12 | row 9196","2025-03-12","Node-196"
"9197","1.5579","-29.3138","8.1236","7.2","91.25","Segment-05","Node 197 on 2025-03-13 | row 9197","2025-03-13","Node-197"
"9198","2.1907","-28.674","11.4758","4.65","61.2","Segment-06","Node 198 on 2025-03-14 | row 9198","2025-03-14","Node-198"
"9199","2.8374","-27.9847","14.8065","5.7","66","Segment-07","Node 199 on 2025-03-15 | row 9199","2025-03-15","Node-199"
"9200","3.4989","-27.2457","18.1106","6.75","70.8","Segment-08","Node 200 on 2025-03-16 | row 9200","2025-03-16","Node-200"
"9201","4.1761","-26.4569","21.3832","7.8","75.6","Segment-09","Node 201 on 2025-03-17 | row 9201","2025-03-17","Node-201"
"9202","4.8697","-25.6181","24.6195","8.85","80.4","Segment-10","Node 202 on 2025-03-18 | row 9202","2025-03-18","Node-202"
"9203","5.5807","-24.7294","27.8147","9.9","85.2","Segment-11","Node 203 on 2025-03-19 | row 9203","2025-03-19","Node-203"
"9204","-18.3402","-23.7908","30.9643","10.95","90","Segment-12","Node 204 on 2025-03-20 | row 9204","2025-03-20","Node-204"
"9205","-17.5921","-22.8024","34.0638","12","79.75","Segment-01","Node 205 on 2025-03-21 | row 9205","2025-03-21","Node-205"
"9206","-16.8243","-21.7645","37.1088","13.05","84.55","Segment-02","Node 206 on 2025-03-22 | row 9206","2025-03-22","Node-206"
"9207","-16.036","-46.4371","40.0952","10.5","89.35","Segment-03","Node 207 on 2025-03-23 | row 9207","2025-03-23","Node-207"
"9208","-15.2264","-45.3006","43.0189","11.55","94.15","Segment-04","Node 208 on 2025-03-24 | row 9208","2025-03-24","Node-208"
"9209","-14.3948","-44.1153","45.8762","12.6","79.15","Segment-05","Node 209 on 2025-03-25 | row 9209","2025-03-25","Node-209"
"9210","-13.5404","-42.8817","48.6634","13.65","83.95","Segment-06","Node 210 on 2025-03-26 | row 9210","2025-03-26","Node-210"
"9211","-12.6626","-41.6001","51.3771","14.7","88.75","Segment-07","Node 211 on 2025-03-27 | row 9211","2025-03-27","Node-211"
"9212","-11.7606","-40.2712","54.0139","15.75","78.5","Segment-08","Node 212 on 2025-03-28 | row 9212","2025-03-28","Node-212"
"9213","-21.8538","-38.8954","56.571","16.8","83.3","Segment-09","Node 213 on 2025-03-29 | row 9213","2025-03-29","Node-213"
"9214","-20.9015","-37.4734","59.0454","6.8","88.1","Segment-10","Node 214 on 2025-03-30 | row 9214","2025-03-30","Node-214"
"9215","-19.9231","-36.0058","61.4345","7.85","92.9","Segment-11","Node 215 on 2025-03-31 | row 9215","2025-03-31","Node-215"
"9216","-18.9179","-34.4935","63.7361","5.3","97.7","Segment-12","Node 216 on 2025-04-01 | row 9216","2025-04-01","Node-216"
"9217","-17.8853","-32.9372","37.7379","6.35","102.5","Segment-01","Node 217 on 2025-04-02 | row 9217","2025-04-02","Node-217"
"9218","-16.8248","-31.3377","39.8582","7.4","107.3","Segment-02","Node 218 on 2025-04-03 | row 9218","2025-04-03","Node-218"
"9219","-15.7358","-21.3259","41.8852","8.45","97.05","Segment-03","Node 219 on 2025-04-04 | row 9219","2025-04-04","Node-219"
"9220","-14.6178","-19.6428","43.8176","9.5","82.05","Segment-04","Node 220 on 2025-04-05 | row 9220","2025-04-05","Node-220"
"9221","-38.1201","-17.9193","45.6543","10.55","86.85","Segment-05","Node 221 on 2025-04-06 | row 9221","2025-04-06","Node-221"
"9222","-36.9425","-16.1566","47.3943","11.6","91.65","Segment-06","Node 222 on 2025-04-07 | row 9222","2025-04-07","Node-222"
"9223","-35.7342","-14.3556","49.0371","12.65","96.45","Segment-07","Node 223 on 2025-04-08 | row 9223","2025-04-08","Node-223"
"9224","-34.495","-12.5175","50.5823","13.7","101.25","Segment-08","Node 224 on 2025-04-09 | row 9224","2025-04-09","Node-224"
"9225","-33.2244","-10.6435","52.0297","11.15","106.05","Segment-09","Node 225 on 2025-04-10 | row 9225","2025-04-10","Node-225"
"9226","-31.9219","-8.7349","53.3796","12.2","10.8","Segment-10","Node 226 on 2025-04-11 | row 9226","2025-04-11","Node-226"
"9227","-30.5872","-6.7927","54.6324","13.25","15.6","Segment-11","Node 227 on 2025-04-12 | row 9227","2025-04-12","Node-227"
"9228","-29.2199","-4.8185","55.7886","14.3","20.4","Segment-12","Node 228 on 2025-04-13 | row 9228","2025-04-13","Node-228"
"9229","-27.8197","-2.8134","56.8492","15.35","25.2","Segment-01","Node 229 on 2025-04-14 | row 9229","2025-04-14","Node-229"
"9230","-26.3863","-26.5389","57.8153","16.4","30","Segment-02","Node 230 on 2025-04-15 | row 9230","2025-04-15","Node-230"
"9231","-24.9193","-24.4764","58.6883","6.4","15","Segment-03","Node 231 on 2025-04-16 | row 9231","2025-04-16","Node-231"
"9232","-23.4186","-22.3873","59.47","7.45","19.8","Segment-04","Node 232 on 2025-04-17 | row 9232","2025-04-17","Node-232"
"9233","-21.8838","-20.2731","60.162","8.5","9.55","Segment-05","Node 233 on 2025-04-18 | row 9233","2025-04-18","Node-233"
"9234","-20.3148","-18.1353","60.7665","5.95","14.35","Segment-06","Node 234 on 2025-04-19 | row 9234","2025-04-19","Node-234"
"9235","-18.7114","-15.9754","61.2859","7","19.15","Segment-07","Node 235 on 2025-04-20 | row 9235","2025-04-20","Node-235"
"9236","-17.0733","-13.795","61.7226","8.05","23.95","Segment-08","Node 236 on 2025-04-21 | row 9236","2025-04-21","Node-236"
"9237","-15.4005","-11.5957","62.0793","9.1","28.75","Segment-09","Node 237 on 2025-04-22 | row 9237","2025-04-22","Node-237"
"9238","-38.3429","-9.379","62.3591","10.15","33.55","Segment-10","Node 238 on 2025-04-23 | row 9238","2025-04-23","Node-238"
"9239","-36.6003","-7.1466","62.5649","11.2","38.35","Segment-11","Node 239 on 2025-04-24 | row 9239","2025-04-24","Node-239"
"9240","-34.8227","-4.9002","62.7","12.25","28.1","Segment-12","Node 240 on 2025-04-25 | row 9240","2025-04-25","Node-240"
"9241","-33.01","-2.6414","62.768","13.3","32.9","Segment-01","Node 241 on 2025-04-26 | row 9241","2025-04-26","Node-241"
"9242","-42.1823","-0.3718","62.7724","14.35","17.9","Segment-02","Node 242 on 2025-04-27 | row 9242","2025-04-27","Node-242"
"9243","-40.2995","1.9068","62.717","11.8","22.7","Segment-03","Node 243 on 2025-04-28 | row 9243","2025-04-28","Node-243"
"9244","-38.3818","4.1927","62.6056","12.85","27.5","Segment-04","Node 244 on 2025-04-29 | row 9244","2025-04-29","Node-244"
"9245","-36.429","6.4843","62.4423","13.9","32.3","Segment-05","Node 245 on 2025-04-30 | row 9245","2025-04-30","Node-245"
"9246","-34.4415","8.7797","62.2312","14.95","37.1","Segment-06","Node 246 on 2025-05-01 | row 9246","2025-05-01","Node-246"
"9247","-32.4192","11.0774","61.9766","16","26.85","Segment-07","Node 247 on 2025-05-02 | row 9247","2025-05-02","Node-247"
"9248","-30.3623","13.3756","33.4727","6","31.65","Segment-08","Node 248 on 2025-05-03 | row 9248","2025-05-03","Node-248"
"9249","-28.2709","15.6725","33.1439","7.05","36.45","Segment-09","Node 249 on 2025-05-04 | row 9249","2025-05-04","Node-249"
"9250","-26.1453","26.3365","32.7847","8.1","41.25","Segment-10","Node 250 on 2025-05-05 | row 9250","2025-05-05","Node-250"
"9251","-23.9857","28.6257","32.3995","9.15","46.05","Segment-11","Node 251 on 2025-05-06 | row 9251","2025-05-06","Node-251"
"9252","-21.7923","30.9086","31.993","6.6","50.85","Segment-12","Node 252 on 2025-05-07 | row 9252","2025-05-07","Node-252"
"9253","-19.5654","7.4234","31.5697","7.65","35.85","Segment-01","Node 253 on 2025-05-08 | row 9253","2025-05-08","Node-253"
"9254","-17.3053","9.6884","31.1341","8.7","25.6","Segment-02","Node 254 on 2025-05-09 | row 9254","2025-05-09","Node-254"
"9255","-39.6622","11.9419","30.6908","9.75","30.4","Segment-03","Node 255 on 2025-05-10 | row 9255","2025-05-10","Node-255"
"9256","-37.3366","14.1823","30.2443","10.8","35.2","Segment-04","Node 256 on 2025-05-11 | row 9256","2025-05-11","Node-256"
"9257","-34.9787","16.4079","29.7992","11.85","40","Segment-05","Node 257 on 2025-05-12 | row 9257","2025-05-12","Node-257"
"9258","-32.589","18.6171","29.36","12.9","44.8","Segment-06","Node 258 on 2025-05-13 | row 9258","2025-05-13","Node-258"
"9259","-30.1679","20.8082","28.931","13.95","49.6","Segment-07","Node 259 on 2025-05-14 | row 9259","2025-05-14","Node-259"
"9260","-27.7158","22.9797","28.5167","15","54.4","Segment-08","Node 260 on 2025-05-15 | row 9260","2025-05-15","Node-260"
"9261","-25.2332","25.13","28.1212","12.45","44.15","Segment-09","Node 261 on 2025-05-16 | row 9261","2025-05-16","Node-261"
"9262","-22.7205","27.2575","27.7489","13.5","48.95","Segment-10","Node 262 on 2025-05-17 | row 9262","2025-05-17","Node-262"
"9263","-20.1782","29.3607","27.4036","14.55","53.75","Segment-11","Node 263 on 2025-05-18 | row 9263","2025-05-18","Node-263"
"9264","-17.607","31.4382","27.0895","15.6","38.75","Segment-12","Node 264 on 2025-05-19 | row 9264","2025-05-19","Node-264"
"9265","-15.0072","33.4884","26.8104","5.6","43.55","Segment-01","Node 265 on 2025-05-20 | row 9265","2025-05-20","Node-265"
"9266","-12.3794","35.51","26.5698","6.65","48.35","Segment-02","Node 266 on 2025-05-21 | row 9266","2025-05-21","Node-266"
"9267","-9.7243","37.5016","26.3715","7.7","53.15","Segment-03","Node 267 on 2025-05-22 | row 9267","2025-05-22","Node-267"
"9268","-7.0425","39.4617","26.2188","8.75","42.9","Segment-04","Node 268 on 2025-05-23 | row 9268","2025-05-23","Node-268"
"9269","-4.3346","41.3892","26.1148","9.8","47.7","Segment-05","Node 269 on 2025-05-24 | row 9269","2025-05-24","Node-269"
"9270","-1.6011","43.2826","26.0627","7.25","52.5","Segment-06","Node 270 on 2025-05-25 | row 9270","2025-05-25","Node-270"
"9271","-9.8628","45.1408","26.0652","8.3","57.3","Segment-07","Node 271 on 2025-05-26 | row 9271","2025-05-26","Node-271"
"9272","-31.7304","46.9625","26.1251","9.35","62.1","Segment-08","Node 272 on 2025-05-27 | row 9272","2025-05-27","Node-272"
"9273","-28.9245","48.7467","26.2448","10.4","66.9","Segment-09","Node 273 on 2025-05-28 | row 9273","2025-05-28","Node-273"
"9274","-26.0959","50.4921","26.4266","11.45","71.7","Segment-10","Node 274 on 2025-05-29 | row 9274","2025-05-29","Node-274"
"9275","-23.2453","52.1978","26.6725","12.5","41.65","Segment-11","Node 275 on 2025-05-30 | row 9275","2025-05-30","Node-275"
"9276","-20.3734","28.1026","26.9843","13.55","46.45","Segment-12","Node 276 on 2025-05-31 | row 9276","2025-05-31","Node-276"
"9277","-17.481","29.7258","27.3636","14.6","51.25","Segment-01","Node 277 on 2025-06-01 | row 9277","2025-06-01","Node-277"
"9278","-14.5688","31.3062","27.8117","15.65","56.05","Segment-02","Node 278 on 2025-06-02 | row 9278","2025-06-02","Node-278"
"9279","-11.6378","32.8431","0.1199","13.1","60.85","Segment-03","Node 279 on 2025-06-03 | row 9279","2025-06-03","Node-279"
"9280","-8.6885","34.3356","0.709","14.15","65.65","Segment-04","Node 280 on 2025-06-04 | row 9280","2025-06-04","Node-280"
"9281","-5.722","44.153","1.3696","15.2","70.45","Segment-05","Node 281 on 2025-06-05 | row 9281","2025-06-05","Node-281"
"9282","-2.739","45.5546","2.1021","5.2","60.2","Segment-06","Node 282 on 2025-06-06 | row 9282","2025-06-06","Node-282"
"9283","0.2597","46.9096","2.9068","6.25","65","Segment-07","Node 283 on 2025-06-07 | row 9283","2025-06-07","Node-283"
"9284","3.2731","48.2176","3.7836","7.3","69.8","Segment-08","Node 284 on 2025-06-08 | row 9284","2025-06-08","Node-284"
"9285","6.3005","49.478","4.7321","8.35","74.6","Segment-09","Node 285 on 2025-06-09 | row 9285","2025-06-09","Node-285"
"9286","9.3409","50.6902","5.7518","9.4","59.6","Segment-10","Node 286 on 2025-06-10 | row 9286","2025-06-10","Node-286"
"9287","12.3935","51.8538","6.842","10.45","64.4","Segment-11","Node 287 on 2025-06-11 | row 9287","2025-06-11","Node-287"
"9288","15.4574","52.9686","8.0015","7.9","69.2","Segment-12","Node 288 on 2025-06-12 | row 9288","2025-06-12","Node-288"
"9289","-6.1184","54.034","9.2291","8.95","58.95","Segment-01","Node 289 on 2025-06-13 | row 9289","2025-06-13","Node-289"
"9290","-3.0347","55.05","10.5234","10","63.75","Segment-02","Node 290 on 2025-06-14 | row 9290","2025-06-14","Node-290"
"9291","0.0576","56.0163","11.8826","11.05","68.55","Segment-03","Node 291 on 2025-06-15 | row 9291","2025-06-15","Node-291"
"9292","3.1575","56.9328","13.3049","12.1","73.35","Segment-04","Node 292 on 2025-06-16 | row 9292","2025-06-16","Node-292"
"9293","6.264","57.7993","14.788","13.15","78.15","Segment-05","Node 293 on 2025-06-17 | row 9293","2025-06-17","Node-293"
"9294","9.3764","58.6159","16.3295","14.2","82.95","Segment-06","Node 294 on 2025-06-18 | row 9294","2025-06-18","Node-294"
"9295","12.4936","59.3826","17.9271","15.25","87.75","Segment-07","Node 295 on 2025-06-19 | row 9295","2025-06-19","Node-295"
"9296","15.6147","60.0995","19.5778","16.3","77.5","Segment-08","Node 296 on 2025-06-20 | row 9296","2025-06-20","Node-296"
"9297","18.7387","60.7668","21.2789","13.75","62.5","Segment-09","Node 297 on 2025-06-21 | row 9297","2025-06-21","Node-297"
"9298","21.8647","61.3846","23.0271","14.8","67.3","Segment-10","Node 298 on 2025-06-22 | row 9298","2025-06-22","Node-298"
"9299","24.9918","36.1933","24.8192","4.8","72.1","Segment-11","Node 299 on 2025-06-23 | row 9299","2025-06-23","Node-299"
"9300","17.099","36.7132","26.6518","5.85","76.9","Segment-12","Node 300 on 2025-06-24 | row 9300","2025-06-24","Node-300"
"9301","20.2253","37.1847","28.5213","6.9","81.7","Segment-01","Node 301 on 2025-06-25 | row 9301","2025-06-25","Node-301"
"9302","23.3499","37.6082","30.424","7.95","86.5","Segment-02","Node 302 on 2025-06-26 | row 9302","2025-06-26","Node-302"
"9303","26.4717","37.9842","32.3561","9","76.25","Segment-03","Node 303 on 2025-06-27 | row 9303","2025-06-27","Node-303"
"9304","29.5899","38.3134","34.3135","10.05","81.05","Segment-04","Node 304 on 2025-06-28 | row 9304","2025-06-28","Node-304"
"9305","32.7034","38.5963","36.2923","11.1","85.85","Segment-05","Node 305 on 2025-06-29 | row 9305","2025-06-29","Node-305"
"9306","11.1614","38.8335","38.2883","8.55","90.65","Segment-06","Node 306 on 2025-06-30 | row 9306","2025-06-30","Node-306"
"9307","14.2629","39.0259","40.2973","9.6","95.45","Segment-07","Node 307 on 2025-07-01 | row 9307","2025-07-01","Node-307"
"9308","17.357","39.1742","42.315","10.65","80.45","Segment-08","Node 308 on 2025-07-02 | row 9308","2025-07-02","Node-308"
"9309","20.4427","39.2793","44.337","11.7","85.25","Segment-09","Node 309 on 2025-07-03 | row 9309","2025-07-03","Node-309"
"9310","23.5192","39.342","18.1489","12.75","75","Segment-10","Node 310 on 2025-07-04 | row 9310","2025-07-04","Node-310"
"9311","26.5855","39.3632","20.1665","13.8","79.8","Segment-11","Node 311 on 2025-07-05 | row 9311","2025-07-05","Node-311"
"9312","29.6408","47.714","22.1751","14.85","84.6","Segment-12","Node 312 on 2025-07-06 | row 9312","2025-07-06","Node-312"
"9313","32.6841","47.6553","24.1704","15.9","89.4","Segment-01","Node 313 on 2025-07-07 | row 9313","2025-07-07","Node-313"
"9314","35.7145","47.5584","26.148","16.95","94.2","Segment-02","Node 314 on 2025-07-08 | row 9314","2025-07-08","Node-314"
"9315","38.7312","47.4242","28.1034","14.4","99","Segment-03","Node 315 on 2025-07-09 | row 9315","2025-07-09","Node-315"
"9316","41.7333","47.2539","30.0324","4.4","103.8","Segment-04","Node 316 on 2025-07-10 | row 9316","2025-07-10","Node-316"
"9317","44.72","47.0489","31.9305","5.45","93.55","Segment-05","Node 317 on 2025-07-11 | row 9317","2025-07-11","Node-317"
"9318","47.6903","46.8103","33.7937","6.5","98.35","Segment-06","Node 318 on 2025-07-12 | row 9318","2025-07-12","Node-318"
"9319","50.6436","46.5393","35.6176","7.55","83.35","Segment-07","Node 319 on 2025-07-13 | row 9319","2025-07-13","Node-319"
"9320","53.5789","46.2375","37.3983","8.6","88.15","Segment-08","Node 320 on 2025-07-14 | row 9320","2025-07-14","Node-320"
"9321","56.4954","45.906","39.1317","9.65","92.95","Segment-09","Node 321 on 2025-07-15 | row 9321","2025-07-15","Node-321"
"9322","59.3924","19.7864","40.8139","10.7","97.75","Segment-10","Node 322 on 2025-07-16 | row 9322","2025-07-16","Node-322"
"9323","37.619","19.4001","42.4413","11.75","102.55","Segment-11","Node 323 on 2025-07-17 | row 9323","2025-07-17","Node-323"
"9324","40.4746","18.9885","44.0102","9.2","92.3","Segment-12","Node 324 on 2025-07-18 | row 9324","2025-07-18","Node-324"
"9325","43.3083","18.5531","45.5172","10.25","97.1","Segment-01","Node 325 on 2025-07-19 | row 9325","2025-07-19","Node-325"
"9326","46.1194","18.0955","46.959","11.3","16.9","Segment-02","Node 326 on 2025-07-20 | row 9326","2025-07-20","Node-326"
"9327","48.9073","17.6172","48.3323","12.35","21.7","Segment-03","Node 327 on 2025-07-21 | row 9327","2025-07-21","Node-327"
"9328","51.6711","17.1198","49.6343","13.4","26.5","Segment-04","Node 328 on 2025-07-22 | row 9328","2025-07-22","Node-328"
"9329","43.3903","16.6049","50.8622","14.45","31.3","Segment-05","Node 329 on 2025-07-23 | row 9329","2025-07-23","Node-329"
"9330","46.1042","16.0741","52.0134","15.5","16.3","Segment-06","Node 330 on 2025-07-24 | row 9330","2025-07-24","Node-330"
"9331","48.792","15.5291","53.0856","16.55","6.05","Segment-07","Node 331 on 2025-07-25 | row 9331","2025-07-25","Node-331"
"9332","51.4533","14.9715","54.0765","17.6","10.85","Segment-08","Node 332 on 2025-07-26 | row 9332","2025-07-26","Node-332"
"9333","54.0873","14.403","54.9842","4","15.65","Segment-09","Node 333 on 2025-07-27 | row 9333","2025-07-27","Node-333"
"9334","56.6935","13.8253","55.807","5.05","20.45","Segment-10","Node 334 on 2025-07-28 | row 9334","2025-07-28","Node-334"
"9335","59.2714","13.2401","56.5434","6.1","25.25","Segment-11","Node 335 on 2025-07-29 | row 9335","2025-07-29","Node-335"
"9336","61.8203","12.649","57.1921","7.15","30.05","Segment-12","Node 336 on 2025-07-30 | row 9336","2025-07-30","Node-336"
"9337","64.3398","12.0539","57.7521","8.2","34.85","Segment-01","Node 337 on 2025-07-31 | row 9337","2025-07-31","Node-337"
"9338","66.8294","11.4564","58.2227","9.25","24.6","Segment-02","Node 338 on 2025-08-01 | row 9338","2025-08-01","Node-338"
"9339","69.2885","10.8582","58.6032","10.3","29.4","Segment-03","Node 339 on 2025-08-02 | row 9339","2025-08-02","Node-339"
"9340","47.0667","10.261","58.8934","11.35","34.2","Segment-04","Node 340 on 2025-08-03 | row 9340","2025-08-03","Node-340"
"9341","49.4636","9.6667","30.8834","12.4","19.2","Segment-05","Node 341 on 2025-08-04 | row 9341","2025-08-04","Node-341"
"9342","51.8288","9.0768","30.9932","9.85","24","Segment-06","Node 342 on 2025-08-05 | row 9342","2025-08-05","Node-342"
"9343","54.1618","16.8632","31.0134","10.9","28.8","Segment-07","Node 343 on 2025-08-06 | row 9343","2025-08-06","Node-343"
"9344","56.4624","16.2875","30.9446","11.95","33.6","Segment-08","Node 344 on 2025-08-07 | row 9344","2025-08-07","Node-344"
"9345","58.7301","-10.0387","30.788","13","23.35","Segment-09","Node 345 on 2025-08-08 | row 9345","2025-08-08","Node-345"
"9346","60.9646","-10.5935","30.5446","14.05","28.15","Segment-10","Node 346 on 2025-08-09 | row 9346","2025-08-09","Node-346"
"9347","63.1657","-11.1353","30.216","15.1","32.95","Segment-11","Node 347 on 2025-08-10 | row 9347","2025-08-10","Node-347"
"9348","65.333","-11.6626","29.8038","16.15","37.75","Segment-12","Node 348 on 2025-08-11 | row 9348","2025-08-11","Node-348"
"9349","67.4664","-12.1736","29.3101","17.2","42.55","Segment-01","Node 349 on 2025-08-12 | row 9349","2025-08-12","Node-349"
"9350","69.5656","-12.6667","28.737","7.2","47.35","Segment-02","Node 350 on 2025-08-13 | row 9350","2025-08-13","Node-350"
"9351","71.6304","-13.1403","28.0869","4.65","52.15","Segment-03","Node 351 on 2025-08-14 | row 9351","2025-08-14","Node-351"
"9352","73.6606","-13.5929","27.3625","5.7","22.1","Segment-04","Node 352 on 2025-08-15 | row 9352","2025-08-15","Node-352"
"9353","75.6561","-14.0229","26.5667","6.75","26.9","Segment-05","Node 353 on 2025-08-16 | row 9353","2025-08-16","Node-353"
"9354","77.6168","-14.4288","25.7025","7.8","31.7","Segment-06","Node 354 on 2025-08-17 | row 9354","2025-08-17","Node-354"
